,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
92,92,92,92,3707,230.0,B,40.1299,-124.0911,6,20030903,20030916,6023.0,20030903,283,67,178,5,1.4222485,0
93,93,93,93,3708,6.0,B,41.20333333,-123.59305556,6,20080622,20080624,6023.0,20080622,150,111,133,0,5.674682,0
94,94,94,94,3709,0.2,A,40.223039,-124.148361,6,19990630,19990630,6023.0,19990630,172,106,139,0,7.128885,0
95,95,95,95,3710,0.1,A,41.68277778,-123.89861111,6,20070619,20070619,6023.0,20070619,150,111,133,0,2.8148503,0
96,96,96,96,3711,0.1,A,41.036181,-124.108781,6,20020706,20020706,6023.0,20020706,172,117,144,0,4.7397237,0
97,97,97,97,3712,0.1,A,41.052381,-124.125581,6,20010810,20010810,6023.0,20010810,167,128,150,0,2.2156363,0
98,98,98,98,3713,0.1,A,40.430828,-124.398328,6,20050924,20050924,6023.0,20050924,150,111,133,0,7.6172414,0
99,99,99,99,3714,0.1,A,41.052381,-124.125581,6,20010810,20010810,6023.0,20010810,167,128,150,0,2.2156363,0
100,100,100,100,3715,0.1,A,41.065186,-124.1417,6,20050923,20050923,6023.0,20050923,150,111,133,0,8.173884,0
101,101,101,101,3716,1.0,B,40.96472222,-123.66666667,6,20080621,20080621,6023.0,20080621,150,111,133,0,2.274308,0
102,102,102,102,3717,0.1,A,41.21445,-123.66965,6,20030615,20030615,6023.0,20030615,156,67,111,0,7.434522,0
103,103,103,103,3718,0.2,A,40.73444444,-123.57972222,6,20080621,20080825,6023.0,20080621,150,111,133,0,2.274308,0
104,104,104,104,3719,0.1,A,41.079481,-124.147181,6,20000925,20000925,6023.0,20000925,200,67,133,0,2.16448,0
105,105,105,105,3720,0.1,A,41.050181,-124.109369,6,20000928,20000928,6023.0,20000928,161,72,117,0,4.981134,0
106,106,106,106,3721,0.1,A,40.74944444,-123.59111111,6,20080621,20080825,6023.0,20080621,150,111,133,0,2.274308,0
107,107,107,107,3722,0.1,A,40.1733,-123.996419,6,20030616,20030616,6023.0,20030616,156,117,139,0,8.145304,0
108,108,108,108,3723,14.4,C,40.6694,-123.8811,6,20080721,20080721,6023.0,20080721,150,111,133,0,3.7322586,0
109,109,109,109,3724,1.0,B,40.62695,-124.017089,6,20000924,20000924,6023.0,20000924,200,67,133,0,0.98883396,0
110,110,110,110,3725,0.1,A,40.7475,-123.58555556,6,20080621,20080825,6023.0,20080621,150,111,133,0,2.274308,0
111,111,111,111,3726,0.1,A,41.29555556,-123.57527778,6,20090521,20090521,6023.0,20090521,150,111,133,0,5.505946,0
112,112,112,112,3727,0.1,A,41.098728,-124.153078,6,20070514,20070514,6023.0,20070514,150,111,133,0,5.1624427000000015,0
113,113,113,113,3728,0.5,B,41.27777778,-123.60555556,6,20090729,20090804,6023.0,20090729,150,111,133,0,3.8022263,0
114,114,114,114,3729,13846.0,G,40.174369,-124.073169,6,20030903,20030903,6023.0,20030903,283,67,178,5,1.4222485,0
115,115,115,115,3730,0.1,A,40.75527778,-123.60111111,6,20080621,20080825,6023.0,20080621,150,111,133,0,2.274308,0
116,116,116,116,3731,1.0,B,40.556947,-124.349628,6,20070713,20070713,6023.0,20070713,150,111,133,0,1.4150946000000002,0
117,117,117,117,3732,0.1,A,41.196161,-123.687619,6,20001003,20001003,6023.0,20001003,161,72,117,0,6.4734664,0
118,118,118,118,3733,0.1,A,41.098728,-124.153078,6,20070517,20070517,6023.0,20070517,150,111,133,0,4.6706457000000015,0
119,119,119,119,3734,0.1,A,41.07365,-124.144858,6,20060625,20060625,6023.0,20060625,150,111,133,0,2.6856034,0
120,120,120,120,3735,0.1,A,40.74083333,-123.60027778,6,20080621,20080825,6023.0,20080621,150,111,133,0,2.274308,0
121,121,121,121,3736,0.5,B,40.028481,-124.0714,6,20010704,20010704,6023.0,20010704,161,117,139,0,4.8646483,0
122,122,122,122,3737,0.1,A,41.048564,-124.105972,6,20070913,20070913,6023.0,20070913,150,111,133,0,3.874968,0
123,123,123,123,3738,0.5,B,41.28611111,-123.56083333,6,20080716,20080716,6023.0,20080716,150,111,133,0,3.5658686,0
124,124,124,124,3739,0.3,B,40.051969,-123.968911,6,20000913,20000913,6023.0,20000913,283,122,206,0,2.7553086,0
125,125,125,125,3740,0.1,A,41.036181,-124.108781,6,20000626,20000626,6023.0,20000626,189,100,144,0,3.9915574,0
126,126,126,126,3741,0.5,B,41.30694444,-123.54916667,6,20081016,20081016,6023.0,20081016,150,111,133,0,6.6746817,0
127,127,127,127,3742,0.1,A,41.24138889,-123.65333333,6,20090722,20090722,6023.0,20090722,150,111,133,0,5.106892,0
128,128,128,128,3743,0.5,B,40.72845,-123.808989,6,20010813,20010813,6023.0,20010813,178,122,150,0,3.531593,0
129,129,129,129,3744,0.1,A,41.079481,-124.147181,6,19990531,19990531,6023.0,19990531,156,61,111,0,4.585676,0
130,130,130,130,3745,0.2,A,40.028481,-124.0714,6,19990705,19990705,6023.0,19990705,167,72,122,0,7.2297273,0
131,131,131,131,3746,0.2,A,40.96805556,-123.635,6,20070416,20070416,6023.0,20070416,150,111,133,0,7.180022999999999,0
132,132,132,132,3747,0.5,B,40.114231,-123.623219,6,20000630,20000630,6023.0,20000630,167,106,139,3,6.444572,0
133,133,133,133,3748,0.25,A,41.30277778,-123.5325,6,20090721,20090721,6023.0,20090721,150,111,133,0,4.502826,0
134,134,134,134,3749,0.2,A,40.0117,-124.019681,6,19980616,19980616,6023.0,19980616,150,78,117,0,11.204466,0
135,135,135,135,3750,0.1,A,41.036181,-124.108781,6,20010924,20010924,6023.0,20010924,206,111,161,0,2.6100018,0
136,136,136,136,3751,6.5,B,41.30861111,-123.54777778,6,20090721,20090802,6023.0,20090721,150,111,133,0,4.502826,0
137,137,137,137,3752,0.1,A,41.070169,-124.158039,6,19980619,19980619,6023.0,19980619,167,100,133,0,6.04425,0
138,138,138,138,3753,1.0,B,40.463861,-123.80545,6,20040814,20040814,6023.0,20040814,161,128,144,0,2.8829293,0
139,139,139,139,3754,1.0,B,41.052381,-124.125581,6,19990529,19990529,6023.0,19990529,139,89,117,0,8.612817,0
140,140,140,140,3755,0.1,A,41.065869,-124.145689,6,20020730,20020730,6023.0,20020730,161,111,139,0,3.4340253,0
141,141,141,141,3756,0.5,B,41.036181,-124.108781,6,20000601,20000601,6023.0,20000601,161,50,106,0,5.282204599999999,0
142,142,142,142,3757,0.1,A,40.294911,-124.319189,6,20000701,20000701,6023.0,20000701,156,117,139,3,6.4240346,0
143,143,143,143,3758,0.25,A,41.45027778,-123.61583333,6,20060724,20060724,6023.0,20060724,150,111,133,0,3.1504028,0
144,144,144,144,3759,0.1,A,40.024439,-124.0625,6,20070711,20070711,6023.0,20070711,150,111,133,0,2.4880488,0
145,145,145,145,3760,0.1,A,41.036181,-124.108781,6,20020706,20020706,6023.0,20020706,172,117,144,0,4.7397237,0
146,146,146,146,3761,0.35,B,41.28527778,-123.57972222,6,20060626,20060626,6023.0,20060626,150,111,133,0,2.846924,0
147,147,147,147,3762,0.1,A,41.052381,-124.125581,6,19990704,19990704,6023.0,19990704,167,83,128,0,7.5653567,0
148,148,148,148,3763,0.1,A,41.036111,-124.11,6,20050915,20050915,6023.0,20050915,150,111,133,0,4.150767299999999,0
149,149,149,149,3764,50.0,C,41.16555556,-123.50972222,6,20080621,20080624,6023.0,20080621,150,111,133,0,2.274308,0
150,150,150,150,3765,0.3,B,40.1432,-124.0911,6,20030903,20030916,6023.0,20030903,283,67,178,5,1.4222485,0
151,151,151,151,3766,15.0,C,40.309311,-124.300139,6,20001011,20001011,6023.0,20001011,150,111,133,0,6.132247,0
152,152,152,152,3767,1.0,B,41.30861111,-123.52888889,6,20070711,20070712,6023.0,20070711,150,111,133,0,2.4880488,0
153,153,153,153,3768,1.0,B,41.048686,-124.124225,6,20070506,20070506,6023.0,20070506,150,111,133,0,7.574119,0
154,154,154,154,3769,0.1,A,41.213631,-123.745031,6,20001013,20001013,6023.0,20001013,189,67,128,0,2.1369333,0
155,155,155,155,3770,0.3,B,40.0132,-123.9961,6,20030903,20030916,6023.0,20030903,283,67,178,5,1.4222485,0
156,156,156,156,3771,0.1,A,41.29083333,-123.54333333,6,20081016,20081016,6023.0,20081016,150,111,133,0,6.6746817,0
157,157,157,157,3772,0.5,B,41.31527778,-123.52777778,6,20060508,20060508,6023.0,20060508,150,111,133,0,7.718465299999999,0
158,158,158,158,3773,1.2,B,40.237481,-124.129581,6,20020704,20020704,6023.0,20020704,167,78,122,0,7.882186,0
159,159,159,159,3774,0.1,A,40.1899,-124.2656,6,20041115,20041115,6023.0,20041115,150,83,117,8,2.5824249,0
160,160,160,160,3775,0.1,A,40.94083333,-123.63166667,6,20060904,20060904,6023.0,20060904,150,111,133,0,3.47876,0
161,161,161,161,3776,0.1,A,41.30333333,-123.53138889,6,20080524,20080524,6023.0,20080524,150,111,133,0,1.9525625,0
162,162,162,162,3777,0.25,A,40.7275,-123.59722222,6,20080621,20080621,6023.0,20080621,150,111,133,0,2.274308,0
163,163,163,163,3778,2.0,B,40.76817,-124.22284,6,19990608,19990608,6023.0,19990608,144,44,94,0,6.574434299999999,0
164,164,164,164,3779,0.5,B,41.37333333,-123.54055556,6,20090723,20090724,6023.0,20090723,150,111,133,0,4.849993,0
165,165,165,165,3780,0.1,A,40.57166667,-123.55305556,6,20090525,20090525,6023.0,20090525,150,111,133,0,7.782863000000001,0
166,166,166,166,3781,0.1,A,40.023889,-123.941939,6,20070907,20070907,6023.0,20070907,150,111,133,0,2.7580385,0
167,167,167,167,3782,0.1,A,40.5693,-124.340089,6,19990704,19990704,6023.0,19990704,167,83,128,0,7.5653567,0
168,168,168,168,3783,0.25,A,41.33333333,-123.55805556,6,20060724,20060725,6023.0,20060724,150,111,133,0,3.1504028,0
169,169,169,169,3784,8.0,B,40.1782,-124.1728,6,20030903,20030906,6023.0,20030903,283,67,178,5,1.4222485,0
170,170,170,170,3785,2.0,B,41.32,-123.55805556,6,20060724,20060724,6023.0,20060724,150,111,133,0,3.1504028,0
171,171,171,171,3786,8.0,B,40.463861,-123.80545,6,19980819,19980819,6023.0,19980819,178,100,139,0,4.92793,0
172,172,172,172,3787,0.1,A,40.93722222,-123.62527778,6,20080618,20080618,6023.0,20080618,150,111,133,0,6.97243,0
173,173,173,173,3788,2.0,B,40.656311,-123.882031,6,20031218,20031218,6023.0,20031218,161,22,94,0,7.484649,0
174,174,174,174,3789,1.0,B,41.28805556,-123.57277778,6,20070919,20070919,6023.0,20070919,150,111,133,0,9.503018,0
175,175,175,175,3790,0.1,A,41.079481,-124.147181,6,19981108,19981108,6023.0,19981108,139,44,94,10,1.9700012,0
176,176,176,176,3791,0.3,B,40.89444444,-123.63305556,6,20080620,20080620,6023.0,20080620,150,111,133,0,2.755447,0
177,177,177,177,3792,0.1,A,41.29638889,-123.56444444,6,20090317,20090317,6023.0,20090317,150,111,133,0,0.71590066,0
178,178,178,178,3793,0.1,A,40.309311,-124.300139,6,19991107,19991107,6023.0,19991107,206,122,167,53,12.595915,0
179,179,179,179,3794,4.0,B,40.97915,-123.822381,6,20010720,20010720,6023.0,20010720,172,89,133,0,5.050003500000001,0
180,180,180,180,3795,0.1,A,40.76959,-124.21605,6,20010527,20010527,6023.0,20010527,161,83,122,0,3.534092,0
181,181,181,181,3796,0.1,A,40.0408,-124.051908,6,20070109,20070109,6023.0,20070109,150,111,133,0,4.341169,0
182,182,182,182,3797,0.1,A,40.30583333,-123.48166667,6,20060207,20060207,6023.0,20060207,150,111,133,0,5.3848724,0
183,183,183,183,3798,0.1,A,41.29666667,-123.56361111,6,20060628,20060628,6023.0,20060628,150,111,133,0,1.9366969,0
184,184,184,184,3799,0.35,A,40.97472222,-123.47638889,6,20080620,20080621,6023.0,20080620,150,111,133,0,2.755447,0
185,185,185,185,3800,15.0,C,40.291931,-123.733069,6,20000725,20000729,6023.0,20000725,206,122,167,0,8.00726,0
186,186,186,186,3801,0.5,B,41.35333333,-123.5125,6,20090621,20090621,6023.0,20090621,150,111,133,0,9.6108,0
187,187,187,187,3802,0.1,A,41.155281,-123.818269,6,20021030,20021030,6023.0,20021030,117,0,61,0,3.3140407,0
188,188,188,188,3803,0.5,B,41.37833333,-123.55388889,6,20080726,20080726,6023.0,20080726,150,111,133,0,5.886885,0
189,189,189,189,3804,0.1,A,41.036181,-124.108781,6,20010411,20010411,6023.0,20010411,133,72,106,25,6.741045,0
190,190,190,190,3805,0.1,A,41.064897,-124.133889,6,20071222,20071222,6023.0,20071222,150,111,133,0,2.5298173,0
191,191,191,191,3806,0.1,A,41.036181,-124.108781,6,20021106,20021106,6023.0,20021106,194,67,133,0,8.131378,0
192,192,192,192,3807,0.5,B,40.613,-124.054169,6,20010824,20010824,6023.0,20010824,156,106,133,0,4.695721,0
193,193,193,193,3808,0.25,A,41.45944444,-123.56777778,6,20060725,20060726,6023.0,20060725,150,111,133,0,4.9756255,0
194,194,194,194,3809,0.1,A,41.079481,-124.147181,6,20010603,20010603,6023.0,20010603,144,78,111,0,9.124243,0
195,195,195,195,3810,0.1,A,41.29888889,-123.5625,6,20090814,20090814,6023.0,20090814,150,111,133,0,7.4252944,0
196,196,196,196,3811,0.1,A,40.294881,-124.300011,6,19990806,19990806,6023.0,19990806,183,133,161,0,3.9355927,0
197,197,197,197,3812,0.1,A,40.2192,-124.3103,6,20090630,20090630,6023.0,20090630,150,111,133,0,3.435161,0
198,198,198,198,3813,0.1,A,41.23527778,-123.65777778,6,20080125,20080125,6023.0,20080125,150,111,133,0,11.737544,0
199,199,199,199,3814,0.25,A,40.40166667,-123.53555556,6,20080620,20080620,6023.0,20080620,150,111,133,0,2.755447,0
200,200,200,200,3815,308.0,E,40.2353,-124.27719,6,20010603,20010605,6023.0,20010603,144,78,111,0,9.124243,0
201,201,201,201,3816,0.5,B,41.29611111,-123.56527778,6,20090814,20090818,6023.0,20090814,150,111,133,0,7.4252944,0
202,202,202,202,3817,2.0,B,41.30166667,-123.55861111,6,20060715,20060715,6023.0,20060715,150,111,133,0,4.750787,0
203,203,203,203,3818,2.0,B,40.12986,-124.16615,6,19990830,19990901,6023.0,19990830,183,106,144,0,7.5721880000000015,0
204,204,204,204,3819,0.2,A,40.030561,-124.071939,6,20050808,20050808,6023.0,20050808,150,111,133,0,3.1468217000000003,0
205,205,205,205,3820,0.8,B,40.88833333,-123.60277778,6,20070922,20070922,6023.0,20070922,150,111,133,0,1.9851761000000003,0
206,206,206,206,3821,0.1,A,40.700667,-123.898667,6,20060715,20060715,6023.0,20060715,150,111,133,0,4.750787,0
207,207,207,207,3822,0.2,A,40.88916667,-123.60138889,6,20070903,20070904,6023.0,20070903,150,111,133,0,3.7326279,0
208,208,208,208,3823,0.1,A,41.208308,-123.755392,6,20051117,20051117,6023.0,20051117,150,111,133,0,3.126566,0
